Area Type,Area Name,Year,Period,Labor Force,Employment,Unemployment,Unemployment Rate,Seasonally Adjusted (Y N),Status
County,Butte County,2002,Annual,97100,90000,7100,7.3%,N,Final
County,Calaveras County,2002,Annual,19680,18410,1270,6.5%,N,Final
County,Colusa County,2002,Annual,9400,8100,1290,13.8%,N,Final
County,Contra Costa County,2002,Annual,510900,482000,29000,5.7%,N,Final
County,Del Norte County,2002,Annual,10220,9330,890,8.7%,N,Final
County,El Dorado County,2002,Annual,86200,81700,4500,5.2%,N,Final
County,Fresno County,2002,Annual,401100,355200,45900,11.4%,N,Final
County,Glenn County,2002,Annual,11220,10150,1070,9.5%,N,Final
County,Humboldt County,2002,Annual,60700,56700,4100,6.7%,N,Final
County,Imperial County,2002,Annual,57200,48700,8500,14.9%,N,Final
County,Inyo County,2002,Annual,9210,8710,490,5.4%,N,Final
County,Kern County,2002,Annual,305300,275600,29700,9.7%,N,Final
County,Kings County,2002,Annual,51700,45700,6000,11.6%,N,Final
County,Lake County,2002,Annual,25690,23570,2120,8.3%,N,Final
County,Lassen County,2002,Annual,12190,11260,930,7.7%,N,Final
County,Los Angeles County,2002,Annual,4751600,4430900,320600,6.7%,N,Final
County,Madera County,2002,Annual,55500,49700,5900,10.5%,N,Final
County,Marin County,2002,Annual,134500,128000,6500,4.8%,N,Final
County,Mariposa County,2002,Annual,8720,8160,560,6.4%,N,Final
County,Mendocino County,2002,Annual,45730,42710,3020,6.6%,N,Final
County,Merced County,2002,Annual,95700,85300,10400,10.9%,N,Final
County,Modoc County,2002,Annual,4090,3780,320,7.8%,N,Final
County,Mono County,2002,Annual,7880,7480,400,5.1%,N,Final
County,Monterey County,2002,Annual,207800,189300,18400,8.9%,N,Final
County,Napa County,2002,Annual,71100,67900,3200,4.5%,N,Final
County,Nevada County,2002,Annual,48350,45810,2540,5.3%,N,Final
County,Orange County,2002,Annual,1524800,1449500,75300,4.9%,N,Final
County,Placer County,2002,Annual,146200,139100,7200,4.9%,N,Final
County,Plumas County,2002,Annual,10200,9350,850,8.3%,N,Final
County,Riverside County,2002,Annual,746300,698500,47900,6.4%,N,Final
County,Sacramento County,2002,Annual,642100,606100,36000,5.6%,N,Final
County,San Benito County,2002,Annual,26300,24000,2300,8.8%,N,Final
County,San Bernardino County,2002,Annual,786800,739600,47200,6%,N,Final
County,San Diego County,2002,Annual,1442900,1369200,73600,5.1%,N,Final
County,San Francisco County,2002,Annual,448100,417300,30900,6.9%,N,Final
County,San Joaquin County,2002,Annual,274100,250000,24100,8.8%,N,Final
County,San Luis Obispo County,2002,Annual,128400,122400,5900,4.6%,N,Final
County,San Mateo County,2002,Annual,377800,356500,21200,5.6%,N,Final
County,Santa Barbara County,2002,Annual,205100,194600,10500,5.1%,N,Final
County,Santa Clara County,2002,Annual,886600,813000,73600,8.3%,N,Final
County,Santa Cruz County,2002,Annual,147500,136600,10800,7.3%,N,Final
County,Shasta County,2002,Annual,81300,75500,5800,7.1%,N,Final
County,Sierra County,2002,Annual,1640,1500,140,8.6%,N,Final
County,Siskiyou County,2002,Annual,18990,17300,1690,8.9%,N,Final
County,Solano County,2002,Annual,202200,190500,11600,5.8%,N,Final
County,Sonoma County,2002,Annual,256700,243800,12900,5%,N,Final
County,Stanislaus County,2002,Annual,219100,198000,21000,9.6%,N,Final
County,Sutter County,2002,Annual,39000,34800,4300,10.9%,N,Final
County,Tehama County,2002,Annual,25490,23670,1820,7.1%,N,Final
County,Trinity County,2002,Annual,5390,4850,540,10%,N,Final
County,Tulare County,2002,Annual,180500,159000,21400,11.9%,N,Final
County,Tuolumne County,2002,Annual,24750,23120,1630,6.6%,N,Final
County,Ventura County,2002,Annual,406100,382800,23300,5.7%,N,Final
County,Yolo County,2002,Annual,90500,85100,5400,6%,N,Final
County,Yuba County,2002,Annual,25000,22600,2400,9.8%,N,Final
County,Alameda County,2001,Annual,777700,740600,37200,4.8%,N,Final
County,Alpine County,2001,Annual,570,530,40,7.3%,N,Final
County,Amador County,2001,Annual,16130,15320,820,5.1%,N,Final
County,Butte County,2001,Annual,95100,88900,6300,6.6%,N,Final
County,Calaveras County,2001,Annual,19030,17990,1040,5.5%,N,Final
County,Colusa County,2001,Annual,9120,7950,1170,12.8%,N,Final
County,Contra Costa County,2001,Annual,508300,487700,20600,4%,N,Final
County,Del Norte County,2001,Annual,10210,9400,820,8%,N,Final
County,El Dorado County,2001,Annual,84000,80400,3600,4.3%,N,Final
County,Fresno County,2001,Annual,389500,347900,41600,10.7%,N,Final
County,Glenn County,2001,Annual,11230,10250,980,8.8%,N,Final
County,Humboldt County,2001,Annual,60400,56800,3600,6%,N,Final
County,Imperial County,2001,Annual,55500,46700,8800,15.9%,N,Final
County,Inyo County,2001,Annual,9030,8620,410,4.5%,N,Final
County,Kern County,2001,Annual,297700,272200,25500,8.6%,N,Final
County,Kings County,2001,Annual,50200,44800,5400,10.7%,N,Final
County,Lake County,2001,Annual,24770,23030,1740,7%,N,Final
County,Lassen County,2001,Annual,11670,10810,860,7.3%,N,Final
County,Los Angeles County,2001,Annual,4740500,4471500,269000,5.7%,N,Final
County,Madera County,2001,Annual,53900,48800,5200,9.6%,N,Final
County,Marin County,2001,Annual,140000,135100,4900,3.5%,N,Final
County,Mariposa County,2001,Annual,8480,7990,490,5.7%,N,Final
County,Mendocino County,2001,Annual,44630,41980,2650,5.9%,N,Final
County,Merced County,2001,Annual,91700,82400,9300,10.2%,N,Final
County,Modoc County,2001,Annual,3910,3640,270,6.9%,N,Final
County,Mono County,2001,Annual,7610,7250,360,4.7%,N,Final
County,Monterey County,2001,Annual,204600,188700,16000,7.8%,N,Final
County,Napa County,2001,Annual,70400,67800,2600,3.6%,N,Final
County,Nevada County,2001,Annual,46900,44850,2060,4.4%,N,Final
County,Orange County,2001,Annual,1511900,1452100,59800,4%,N,Final
County,Placer County,2001,Annual,139000,133400,5600,4%,N,Final
County,Plumas County,2001,Annual,9950,9190,760,7.6%,N,Final
County,Riverside County,2001,Annual,710500,671400,39000,5.5%,N,Final
County,Sacramento County,2001,Annual,624100,595900,28200,4.5%,N,Final
County,San Benito County,2001,Annual,27400,25700,1700,6.3%,N,Final
County,San Bernardino County,2001,Annual,762500,723900,38600,5.1%,N,Final
County,San Diego County,2001,Annual,1408400,1349500,58900,4.2%,N,Final
County,San Francisco County,2001,Annual,469000,445200,23800,5.1%,N,Final
County,San Joaquin County,2001,Annual,266000,246200,19900,7.5%,N,Final
County,San Luis Obispo County,2001,Annual,126100,121000,5100,4%,N,Final
County,San Mateo County,2001,Annual,392500,377500,15000,3.8%,N,Final
County,Santa Barbara County,2001,Annual,202900,193900,8900,4.4%,N,Final
County,Santa Clara County,2001,Annual,938600,891100,47500,5.1%,N,Final
County,Santa Cruz County,2001,Annual,150200,141600,8600,5.7%,N,Final
County,Shasta County,2001,Annual,77600,72700,4900,6.3%,N,Final
County,Sierra County,2001,Annual,1670,1540,130,7.6%,N,Final
County,Siskiyou County,2001,Annual,18960,17430,1530,8.1%,N,Final
County,Solano County,2001,Annual,197000,187900,9100,4.6%,N,Final
County,Sonoma County,2001,Annual,257600,248200,9500,3.7%,N,Final
County,Stanislaus County,2001,Annual,214100,196200,17900,8.4%,N,Final
County,Sutter County,2001,Annual,38400,34700,3700,9.8%,N,Final
County,Tehama County,2001,Annual,24550,22950,1610,6.5%,N,Final
County,Trinity County,2001,Annual,5390,4890,500,9.3%,N,Final
County,Tulare County,2001,Annual,175200,155200,20000,11.4%,N,Final
County,Tuolumne County,2001,Annual,23940,22540,1400,5.9%,N,Final
County,Ventura County,2001,Annual,399000,379600,19300,4.8%,N,Final
County,Yolo County,2001,Annual,88300,83700,4500,5.1%,N,Final
County,Yuba County,2001,Annual,24800,22700,2100,8.5%,N,Final
County,Alameda County,2000,Annual,769700,741900,27800,3.6%,N,Final
County,Alpine County,2000,Annual,560,520,40,6.3%,N,Final
County,Amador County,2000,Annual,15280,14490,800,5.2%,N,Final
County,Butte County,2000,Annual,93200,87400,5800,6.2%,N,Final
County,Calaveras County,2000,Annual,18160,17150,1010,5.6%,N,Final
County,Colusa County,2000,Annual,9270,8200,1070,11.6%,N,Final
County,Contra Costa County,2000,Annual,501300,483500,17800,3.6%,N,Final
County,Del Norte County,2000,Annual,10250,9490,760,7.4%,N,Final
County,El Dorado County,2000,Annual,82200,78800,3400,4.1%,N,Final
County,Fresno County,2000,Annual,388700,348200,40500,10.4%,N,Final
County,Glenn County,2000,Annual,11300,10340,960,8.5%,N,Final
County,Humboldt County,2000,Annual,60200,56700,3500,5.8%,N,Final
County,Imperial County,2000,Annual,56100,46300,9800,17.5%,N,Final
County,Inyo County,2000,Annual,8860,8450,410,4.7%,N,Final
County,Kern County,2000,Annual,293900,269600,24300,8.3%,N,Final
County,Kings County,2000,Annual,49300,44300,4900,10%,N,Final
County,Lake County,2000,Annual,23100,21420,1680,7.3%,N,Final
County,Lassen County,2000,Annual,11360,10550,810,7.2%,N,Final
County,Los Angeles County,2000,Annual,4677400,4425600,251800,5.4%,N,Final
County,Madera County,2000,Annual,55000,50200,4800,8.7%,N,Final
County,Marin County,2000,Annual,141900,137900,4100,2.9%,N,Final
County,Mariposa County,2000,Annual,7980,7490,490,6.2%,N,Final
County,Mendocino County,2000,Annual,43610,41180,2430,5.6%,N,Final
County,Merced County,2000,Annual,90400,81700,8700,9.6%,N,Final
County,Modoc County,2000,Annual,3760,3470,280,7.5%,N,Final
County,Mono County,2000,Annual,7400,7060,350,4.7%,N,Final
County,Monterey County,2000,Annual,203400,188400,15000,7.4%,N,Final
County,Napa County,2000,Annual,66700,64300,2400,3.6%,N,Final
County,Nevada County,2000,Annual,45500,43610,1890,4.2%,N,Final
County,Orange County,2000,Annual,1482300,1430100,52200,3.5%,N,Final
County,Placer County,2000,Annual,132200,127500,4800,3.6%,N,Final
County,Plumas County,2000,Annual,9770,9070,700,7.1%,N,Final
County,Riverside County,2000,Annual,681300,644700,36600,5.4%,N,Final
County,Sacramento County,2000,Annual,609300,582800,26500,4.3%,N,Final
County,San Benito County,2000,Annual,27500,25800,1700,6%,N,Final
County,San Bernardino County,2000,Annual,740000,704500,35500,4.8%,N,Final
County,San Diego County,2000,Annual,1377100,1323200,53900,3.9%,N,Final
County,San Francisco County,2000,Annual,473100,457000,16100,3.4%,N,Final
County,San Joaquin County,2000,Annual,259200,241100,18100,7%,N,Final
County,San Luis Obispo County,2000,Annual,122600,117600,5000,4%,N,Final
County,San Mateo County,2000,Annual,398500,387000,11400,2.9%,N,Final
County,Santa Barbara County,2000,Annual,202600,193700,8900,4.4%,N,Final
County,Santa Clara County,2000,Annual,941500,912200,29300,3.1%,N,Final
County,Santa Cruz County,2000,Annual,148500,140900,7600,5.1%,N,Final
County,Shasta County,2000,Annual,74900,70400,4600,6.1%,N,Final
County,Sierra County,2000,Annual,1800,1700,110,5.9%,N,Final
County,Siskiyou County,2000,Annual,19160,17720,1450,7.5%,N,Final
County,Solano County,2000,Annual,194400,185300,9000,4.6%,N,Final
County,Sonoma County,2000,Annual,253500,244900,8500,3.4%,N,Final
County,Stanislaus County,2000,Annual,208000,191700,16200,7.8%,N,Final
County,Sutter County,2000,Annual,37900,34300,3600,9.4%,N,Final
County,Tehama County,2000,Annual,23630,22090,1550,6.5%,N,Final
County,Trinity County,2000,Annual,5120,4610,500,9.8%,N,Final
County,Tulare County,2000,Annual,172000,154100,17900,10.4%,N,Final
County,Tuolumne County,2000,Annual,22910,21560,1350,5.9%,N,Final
County,Ventura County,2000,Annual,393000,375200,17800,4.5%,N,Final
County,Yolo County,2000,Annual,86300,81900,4400,5%,N,Final
County,Yuba County,2000,Annual,24300,22400,1900,8%,N,Final
County,Alameda County,1999,Annual,714100,689200,24900,3.5%,N,Final
County,Alpine County,1999,Annual,490,450,50,9.1%,N,Final
County,Amador County,1999,Annual,13520,12890,630,4.6%,N,Final
County,Butte County,1999,Annual,85500,79700,5800,6.8%,N,Final
County,Calaveras County,1999,Annual,14460,13450,1010,7%,N,Final
County,Colusa County,1999,Annual,8720,7320,1390,16%,N,Final
County,Contra Costa County,1999,Annual,486200,471400,14800,3.1%,N,Final
County,Del Norte County,1999,Annual,9870,9070,790,8%,N,Final
County,El Dorado County,1999,Annual,79200,76100,3100,3.9%,N,Final
County,Fresno County,1999,Annual,377400,326300,51100,13.5%,N,Final
County,Glenn County,1999,Annual,10380,9210,1170,11.3%,N,Final
County,Humboldt County,1999,Annual,59800,55900,3900,6.5%,N,Final
County,Imperial County,1999,Annual,55200,42100,13000,23.6%,N,Final
County,Inyo County,1999,Annual,7130,6720,410,5.7%,N,Final
County,Kern County,1999,Annual,278600,246700,31900,11.4%,N,Final
County,Kings County,1999,Annual,42800,37200,5600,13.2%,N,Final
County,Lake County,1999,Annual,23530,21700,1840,7.8%,N,Final
County,Lassen County,1999,Annual,11060,10280,780,7.1%,N,Final
County,Los Angeles County,1999,Annual,4576400,4307000,269400,5.9%,N,Final
County,Madera County,1999,Annual,52800,46600,6100,11.6%,N,Final
County,Marin County,1999,Annual,134100,131500,2600,2%,N,Final
County,Mariposa County,1999,Annual,6640,6150,490,7.4%,N,Final
County,Mendocino County,1999,Annual,41530,38710,2820,6.8%,N,Final
County,Merced County,1999,Annual,83600,72400,11200,13.4%,N,Final
County,Modoc County,1999,Annual,3990,3650,340,8.6%,N,Final
County,Mono County,1999,Annual,6130,5720,410,6.7%,N,Final
County,Monterey County,1999,Annual,187400,169300,18100,9.6%,N,Final
County,Napa County,1999,Annual,62200,60100,2100,3.3%,N,Final
County,Nevada County,1999,Annual,43510,41730,1780,4.1%,N,Final
County,Orange County,1999,Annual,1459900,1420900,39000,2.7%,N,Final
County,Placer County,1999,Annual,119900,116000,3900,3.2%,N,Final
County,Plumas County,1999,Annual,9430,8570,850,9%,N,Final
County,Riverside County,1999,Annual,690900,653000,37900,5.5%,N,Final
County,Sacramento County,1999,Annual,581600,556900,24700,4.2%,N,Final
County,San Benito County,1999,Annual,26200,24100,2100,8.1%,N,Final
County,San Bernardino County,1999,Annual,748400,712000,36300,4.9%,N,Final
County,San Diego County,1999,Annual,1350700,1308700,42000,3.1%,N,Final
County,San Francisco County,1999,Annual,417600,404700,12800,3.1%,N,Final
County,San Joaquin County,1999,Annual,250100,227900,22100,8.8%,N,Final
County,San Luis Obispo County,1999,Annual,111200,107500,3600,3.3%,N,Final
County,San Mateo County,1999,Annual,395100,387200,7800,2%,N,Final
County,Santa Barbara County,1999,Annual,197500,189800,7700,3.9%,N,Final
County,Santa Clara County,1999,Annual,957800,928600,29200,3.1%,N,Final
County,Santa Cruz County,1999,Annual,138700,129900,8800,6.4%,N,Final
County,Shasta County,1999,Annual,72100,67000,5100,7.1%,N,Final
County,Sierra County,1999,Annual,1620,1470,150,9.2%,N,Final
County,Siskiyou County,1999,Annual,17580,15750,1830,10.4%,N,Final
County,Solano County,1999,Annual,188800,180100,8700,4.6%,N,Final
County,Sonoma County,1999,Annual,248800,242100,6700,2.7%,N,Final
County,Stanislaus County,1999,Annual,202000,180600,21400,10.6%,N,Final
County,Sutter County,1999,Annual,35600,30900,4700,13.1%,N,Final
County,Tehama County,1999,Annual,24150,22510,1630,6.8%,N,Final
County,Trinity County,1999,Annual,4850,4290,560,11.6%,N,Final
County,Tulare County,1999,Annual,164700,137400,27300,16.6%,N,Final
County,Tuolumne County,1999,Annual,19810,18510,1300,6.6%,N,Final
County,Ventura County,1999,Annual,394300,375300,19000,4.8%,N,Final
County,Yolo County,1999,Annual,90700,86700,4000,4.4%,N,Final
County,Yuba County,1999,Annual,20500,18100,2400,11.7%,N,Final
County,Alameda County,1998,Annual,703100,674000,29100,4.1%,N,Final
County,Alpine County,1998,Annual,480,440,50,9.7%,N,Final
County,Amador County,1998,Annual,13300,12570,730,5.5%,N,Final
County,Butte County,1998,Annual,85000,77900,7100,8.3%,N,Final
County,Calaveras County,1998,Annual,14120,12870,1250,8.8%,N,Final
County,Colusa County,1998,Annual,8830,7050,1780,20.1%,N,Final
County,Contra Costa County,1998,Annual,476700,459500,17300,3.6%,N,Final
County,Del Norte County,1998,Annual,9950,8930,1030,10.3%,N,Final
County,El Dorado County,1998,Annual,76900,73100,3800,5%,N,Final
County,Fresno County,1998,Annual,375900,322300,53600,14.3%,N,Final
County,Glenn County,1998,Annual,10490,9080,1410,13.4%,N,Final
County,Humboldt County,1998,Annual,60600,56200,4400,7.2%,N,Final
County,Imperial County,1998,Annual,55900,41300,14500,26%,N,Final
County,Inyo County,1998,Annual,7260,6730,530,7.3%,N,Final
County,Kern County,1998,Annual,278500,244700,33800,12.1%,N,Final
County,Kings County,1998,Annual,43200,37200,6000,13.9%,N,Final
County,Lake County,1998,Annual,23130,20910,2230,9.6%,N,Final
County,Lassen County,1998,Annual,11290,10220,1060,9.4%,N,Final
County,Los Angeles County,1998,Annual,4533300,4235400,297900,6.6%,N,Final
County,Madera County,1998,Annual,52400,45700,6700,12.8%,N,Final
County,Marin County,1998,Annual,132700,129600,3100,2.3%,N,Final
County,Mariposa County,1998,Annual,6890,6360,530,7.7%,N,Final
County,Mendocino County,1998,Annual,42320,38980,3340,7.9%,N,Final
County,Merced County,1998,Annual,85100,72200,12900,15.1%,N,Final
County,Modoc County,1998,Annual,3970,3520,450,11.2%,N,Final
County,Mono County,1998,Annual,6120,5620,500,8.2%,N,Final
County,Monterey County,1998,Annual,184100,164300,19800,10.8%,N,Final
County,Napa County,1998,Annual,60500,58000,2400,4%,N,Final
County,Nevada County,1998,Annual,42660,40340,2320,5.4%,N,Final
County,Orange County,1998,Annual,1425500,1384200,41200,2.9%,N,Final
County,Placer County,1998,Annual,113200,108600,4600,4.1%,N,Final
County,Plumas County,1998,Annual,9680,8680,1000,10.3%,N,Final
County,Riverside County,1998,Annual,659300,615400,43900,6.7%,N,Final
County,Sacramento County,1998,Annual,564900,536600,28300,5%,N,Final
County,San Benito County,1998,Annual,26100,23400,2800,10.6%,N,Final
County,San Bernardino County,1998,Annual,720200,679500,40700,5.7%,N,Final
County,San Diego County,1998,Annual,1312200,1266000,46300,3.5%,N,Final
County,San Francisco County,1998,Annual,414300,399100,15200,3.7%,N,Final
County,San Joaquin County,1998,Annual,247100,220900,26200,10.6%,N,Final
County,San Luis Obispo County,1998,Annual,108100,103600,4500,4.2%,N,Final
County,San Mateo County,1998,Annual,391400,381800,9600,2.5%,N,Final
County,Santa Barbara County,1998,Annual,194600,186000,8600,4.4%,N,Final
County,Santa Clara County,1998,Annual,952500,921600,30800,3.2%,N,Final
County,Santa Cruz County,1998,Annual,140400,130000,10300,7.3%,N,Final
County,Shasta County,1998,Annual,72100,65600,6500,9.1%,N,Final
County,Sierra County,1998,Annual,1630,1440,190,11.8%,N,Final
County,Siskiyou County,1998,Annual,18320,16010,2310,12.6%,N,Final
County,Solano County,1998,Annual,182000,171900,10100,5.6%,N,Final
County,Sonoma County,1998,Annual,245400,237200,8200,3.3%,N,Final
County,Stanislaus County,1998,Annual,201300,176600,24700,12.3%,N,Final
County,Sutter County,1998,Annual,35400,29900,5500,15.6%,N,Final
County,Tehama County,1998,Annual,23940,21850,2090,8.7%,N,Final
County,Trinity County,1998,Annual,4990,4320,670,13.4%,N,Final
County,Tulare County,1998,Annual,162600,137100,25500,15.7%,N,Final
County,Tuolumne County,1998,Annual,19530,17970,1560,8%,N,Final
County,Ventura County,1998,Annual,385700,364300,21500,5.6%,N,Final
County,Yolo County,1998,Annual,86800,82000,4700,5.4%,N,Final
County,Yuba County,1998,Annual,20700,17900,2800,13.6%,N,Final
County,Alameda County,1997,Annual,693300,662400,30900,4.5%,N,Final
County,Alpine County,1997,Annual,500,450,50,9.3%,N,Final
County,Amador County,1997,Annual,13190,12380,810,6.1%,N,Final
County,Butte County,1997,Annual,83900,76600,7300,8.7%,N,Final
County,Calaveras County,1997,Annual,14030,12760,1280,9.1%,N,Final
County,Colusa County,1997,Annual,9090,7370,1720,18.9%,N,Final
County,Contra Costa County,1997,Annual,469100,449500,19600,4.2%,N,Final
County,Del Norte County,1997,Annual,10160,9120,1030,10.2%,N,Final
County,El Dorado County,1997,Annual,75700,71500,4200,5.5%,N,Final
County,Fresno County,1997,Annual,371900,321700,50200,13.5%,N,Final
County,Glenn County,1997,Annual,10960,9490,1470,13.4%,N,Final
County,Humboldt County,1997,Annual,60300,55900,4400,7.3%,N,Final
County,Imperial County,1997,Annual,56100,41100,15100,26.8%,N,Final
County,Inyo County,1997,Annual,7280,6690,600,8.2%,N,Final
County,Kern County,1997,Annual,278100,243600,34500,12.4%,N,Final
County,Kings County,1997,Annual,43600,37800,5800,13.2%,N,Final
County,Lake County,1997,Annual,23000,20530,2470,10.7%,N,Final
County,Lassen County,1997,Annual,11650,10520,1120,9.6%,N,Final
County,Los Angeles County,1997,Annual,4420900,4116800,304100,6.9%,N,Final
County,Madera County,1997,Annual,52000,45000,7000,13.5%,N,Final
County,Marin County,1997,Annual,130800,127100,3800,2.9%,N,Final
County,Mariposa County,1997,Annual,6860,6170,690,10.1%,N,Final
County,Mendocino County,1997,Annual,42410,39010,3400,8%,N,Final
County,Merced County,1997,Annual,83200,70200,13000,15.6%,N,Final
County,Modoc County,1997,Annual,3910,3450,460,11.7%,N,Final
County,Mono County,1997,Annual,6060,5430,630,10.4%,N,Final
County,Monterey County,1997,Annual,181800,161900,19900,10.9%,N,Final
County,Napa County,1997,Annual,59200,56100,3000,5.1%,N,Final
County,Nevada County,1997,Annual,40770,38250,2520,6.2%,N,Final
County,Orange County,1997,Annual,1374100,1328700,45400,3.3%,N,Final
County,Placer County,1997,Annual,109800,104700,5100,4.6%,N,Final
County,Plumas County,1997,Annual,9840,8800,1040,10.6%,N,Final
County,Riverside County,1997,Annual,638100,589800,48300,7.6%,N,Final
County,Sacramento County,1997,Annual,550500,519900,30600,5.6%,N,Final
County,San Benito County,1997,Annual,26100,23200,2900,11.2%,N,Final
County,San Bernardino County,1997,Annual,704100,658800,45200,6.4%,N,Final
County,San Diego County,1997,Annual,1275100,1220500,54500,4.3%,N,Final
County,San Francisco County,1997,Annual,408400,391600,16700,4.1%,N,Final
County,San Joaquin County,1997,Annual,244400,218100,26400,10.8%,N,Final
County,San Luis Obispo County,1997,Annual,105400,100300,5000,4.8%,N,Final
County,San Mateo County,1997,Annual,384200,373800,10400,2.7%,N,Final
County,Santa Barbara County,1997,Annual,194100,184300,9800,5.1%,N,Final
County,Santa Clara County,1997,Annual,930100,901600,28500,3.1%,N,Final
County,Santa Cruz County,1997,Annual,140700,129600,11100,7.9%,N,Final
County,Shasta County,1997,Annual,72600,65900,6700,9.2%,N,Final
County,Sierra County,1997,Annual,1720,1540,180,10.5%,N,Final
County,Siskiyou County,1997,Annual,18530,16280,2250,12.1%,N,Final
County,Solano County,1997,Annual,177800,166200,11600,6.5%,N,Final
County,Sonoma County,1997,Annual,237700,228600,9100,3.8%,N,Final
County,Stanislaus County,1997,Annual,197800,171700,26100,13.2%,N,Final
County,Sutter County,1997,Annual,35300,29900,5400,15.2%,N,Final
County,Tehama County,1997,Annual,24000,21780,2210,9.2%,N,Final
County,Trinity County,1997,Annual,5150,4450,700,13.7%,N,Final
County,Tulare County,1997,Annual,160000,135400,24600,15.4%,N,Final
County,Tuolumne County,1997,Annual,19700,17970,1730,8.8%,N,Final
County,Ventura County,1997,Annual,378600,353500,25100,6.6%,N,Final
County,Yolo County,1997,Annual,85700,80600,5100,5.9%,N,Final
County,Yuba County,1997,Annual,20900,18100,2800,13.3%,N,Final
County,Alameda County,1996,Annual,678300,644100,34300,5.1%,N,Final
County,Alpine County,1996,Annual,490,440,50,10%,N,Final
County,Amador County,1996,Annual,13230,12340,890,6.7%,N,Final
County,Butte County,1996,Annual,82700,75200,7500,9.1%,N,Final
County,Calaveras County,1996,Annual,14070,12760,1310,9.3%,N,Final
County,Colusa County,1996,Annual,8600,6890,1710,19.8%,N,Final
County,Contra Costa County,1996,Annual,457800,435100,22800,5%,N,Final
County,Del Norte County,1996,Annual,10160,9110,1050,10.4%,N,Final
County,El Dorado County,1996,Annual,74000,69300,4700,6.3%,N,Final
County,Fresno County,1996,Annual,369900,320800,49100,13.3%,N,Final
County,Glenn County,1996,Annual,11390,9660,1730,15.2%,N,Final
County,Humboldt County,1996,Annual,60000,55400,4600,7.7%,N,Final
County,Imperial County,1996,Annual,57400,40300,17100,29.8%,N,Final
County,Inyo County,1996,Annual,7260,6640,620,8.6%,N,Final
County,Kern County,1996,Annual,277300,241500,35800,12.9%,N,Final
County,Kings County,1996,Annual,42900,37300,5700,13.2%,N,Final
County,Lake County,1996,Annual,23580,20840,2750,11.6%,N,Final
County,Lassen County,1996,Annual,11730,10460,1270,10.8%,N,Final
County,Los Angeles County,1996,Annual,4323600,3971500,352100,8.1%,N,Final
County,Madera County,1996,Annual,52000,44700,7400,14.2%,N,Final
County,Marin County,1996,Annual,128700,124200,4400,3.4%,N,Final
County,Mariposa County,1996,Annual,7480,6820,670,8.9%,N,Final
County,Mendocino County,1996,Annual,41970,38330,3630,8.7%,N,Final
County,Merced County,1996,Annual,81700,68200,13500,16.6%,N,Final
County,Modoc County,1996,Annual,4150,3650,500,12.1%,N,Final
County,Mono County,1996,Annual,6050,5400,650,10.8%,N,Final
County,Monterey County,1996,Annual,177800,157700,20000,11.3%,N,Final
County,Napa County,1996,Annual,58100,54500,3500,6%,N,Final
County,Nevada County,1996,Annual,40190,37410,2780,6.9%,N,Final
County,Orange County,1996,Annual,1335200,1279600,55600,4.2%,N,Final
County,Placer County,1996,Annual,105900,100200,5700,5.4%,N,Final
County,Plumas County,1996,Annual,9910,8710,1210,12.2%,N,Final
County,Riverside County,1996,Annual,613700,562700,51000,8.3%,N,Final
County,Sacramento County,1996,Annual,539800,506500,33300,6.2%,N,Final
County,San Benito County,1996,Annual,24700,21800,2900,11.8%,N,Final
County,San Bernardino County,1996,Annual,684300,633900,50400,7.4%,N,Final
County,San Diego County,1996,Annual,1236900,1170800,66100,5.3%,N,Final
County,San Francisco County,1996,Annual,398100,379000,19100,4.8%,N,Final
County,San Joaquin County,1996,Annual,240200,212900,27200,11.3%,N,Final
County,San Luis Obispo County,1996,Annual,102100,96400,5700,5.6%,N,Final
County,San Mateo County,1996,Annual,374600,361900,12800,3.4%,N,Final
County,Santa Barbara County,1996,Annual,190400,179400,11000,5.8%,N,Final
County,Santa Clara County,1996,Annual,891600,859000,32600,3.7%,N,Final
County,Santa Cruz County,1996,Annual,138300,126600,11700,8.5%,N,Final
County,Shasta County,1996,Annual,71900,64700,7200,10%,N,Final
County,Sierra County,1996,Annual,1730,1540,190,11.2%,N,Final
County,Siskiyou County,1996,Annual,18610,16070,2540,13.7%,N,Final
County,Solano County,1996,Annual,173400,160000,13400,7.7%,N,Final
County,Sonoma County,1996,Annual,229200,218900,10200,4.5%,N,Final
County,Stanislaus County,1996,Annual,194600,166800,27900,14.3%,N,Final
County,Sutter County,1996,Annual,34200,28800,5500,16%,N,Final
County,Tehama County,1996,Annual,22870,20430,2440,10.7%,N,Final
County,Trinity County,1996,Annual,5150,4400,750,14.6%,N,Final
County,Tulare County,1996,Annual,159300,133500,25700,16.2%,N,Final
County,Tuolumne County,1996,Annual,19540,17540,2000,10.2%,N,Final
County,Ventura County,1996,Annual,376600,349400,27200,7.2%,N,Final
County,Yolo County,1996,Annual,86200,80700,5500,6.4%,N,Final
County,Yuba County,1996,Annual,20900,17900,3000,14.1%,N,Final
County,Alameda County,1995,Annual,676200,637500,38700,5.7%,N,Final
County,Alpine County,1995,Annual,480,430,50,10.6%,N,Final
County,Amador County,1995,Annual,13070,12030,1040,8%,N,Final
County,Butte County,1995,Annual,82200,74000,8200,9.9%,N,Final
County,Calaveras County,1995,Annual,14090,12540,1550,11%,N,Final
